利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 Id,订单日期,邮寄方式,销售额
0.04,1,Bush,"Bush 古典书架, 金属",154.0,2018/4/10,中国,中南,长沙,书架,彭绅,0.0,2,湖南,家具,公司,CN-2018-3211633,2018/4/9,一级,3847.0
0.36,1,KitchenAid,"KitchenAid 冰箱, 银色",2664.0,2018/4/10,中国,中南,长沙,器具,彭绅,0.0,3,湖南,办公用品,公司,CN-2018-3211633,2018/4/9,一级,7402.0
-0.17,1,Tenex,"Tenex 相框, 一包多件",-73.0,2015/10/28,中国,华东,杭州,用具,罗嫒,0.4,3,浙江,家具,小型企业,US-2015-5294254,2015/10/28,当日,436.0
0.01,1,Cameo,"Cameo 搭扣信封, 回收",2.0,2017/4/20,中国,西南,昭通,信封,袁保,0.0,8,云南,办公用品,公司,CN-2017-3988119,2017/4/16,二级,310.0
0.18,1,Safco,"SAFCO 折叠椅, 红色",144.0,2018/12/4,中国,东北,密山,椅子,杨健,0.0,2,黑龙江,家具,消费者,CN-2018-3232413,2018/12/4,当日,800.0
0.0,1,Tenex,"Tenex 文件夹, 工业",0.0,2018/12/4,中国,东北,密山,收纳具,杨健,0.0,3,黑龙江,办公用品,消费者,CN-2018-3232413,2018/12/4,当日,332.0
0.26,1,Enermax,"Enermax 笔记本, 每包 12 个",118.0,2018/12/4,中国,东北,密山,纸张,杨健,0.0,3,黑龙江,办公用品,消费者,CN-2018-3232413,2018/12/4,当日,457.0
0.11,1,Avery,"Avery 合法证物标签, 红色",17.0,2018/7/31,中国,华东,临朐,标签,陈安,0.0,3,山东,办公用品,消费者,CN-2018-4680780,2018/7/24,标准级,156.0
0.27,1,惠普,"惠普 墨水, 红色",160.0,2017/11/7,中国,东北,肇源,复印机,苏晒明,0.0,1,黑龙江,技术,消费者,CN-2017-1190387,2017/11/4,一级,592.0
0.25,1,Kleencut,"Kleencut 修剪器, 钢",95.0,2017/10/28,中国,西南,海口,用品,贺平,0.0,2,云南,办公用品,消费者,CN-2017-3230180,2017/10/22,标准级,381.0
0.22,1,Tenex,"Tenex 闹钟, 耐用",242.0,2017/10/28,中国,西南,海口,用具,贺平,0.0,5,云南,家具,消费者,CN-2017-3230180,2017/10/22,标准级,1103.0
0.1,1,GlobeWeis,"GlobeWeis 马尼拉纸信封, 银色",14.0,2017/10/28,中国,西南,海口,信封,贺平,0.0,1,云南,办公用品,消费者,CN-2017-3230180,2017/10/22,标准级,139.0
0.07,1,Breville,"Breville 微波炉, 银色",1086.0,2016/10/20,中国,东北,肇源,器具,施丽丽,0.0,11,黑龙江,办公用品,公司,CN-2016-5873075,2016/10/15,二级,15526.0
0.1,1,GlobeWeis,"GlobeWeis 马尼拉纸信封, 银色",28.0,2017/9/20,中国,中南,襄城,信封,贺斯云,0.0,2,河南,办公用品,消费者,CN-2017-4544243,2017/9/18,一级,278.0
0.38,1,Harbour Creations,"Harbour Creations 扶手椅, 红色",751.0,2017/9/20,中国,中南,襄城,椅子,贺斯云,0.1,1,河南,家具,消费者,CN-2017-4544243,2017/9/18,一级,1989.0
0.21,1,Sanford,"Sanford 荧光笔, 蓝色",50.0,2016/12/10,中国,东北,鹤岗,美术,秦淑芳,0.2,4,黑龙江,办公用品,公司,CN-2016-5173564,2016/12/5,标准级,235.0
0.2,1,Acme,"Acme 剪刀, 工业",76.0,2018/5/11,中国,华北,天津,用品,顾丹,0.0,3,天津,办公用品,公司,CN-2018-4862116,2018/5/6,二级,379.0
-0.03,1,三星,"三星 办公室电话机, 全尺寸",-38.0,2017/5/7,中国,华东,温州,电话,康丽,0.4,6,浙江,技术,消费者,US-2017-2560726,2017/5/2,标准级,1117.0
0.26,1,Deflect-O,"Deflect-O 门挡, 优质",155.0,2018/11/3,中国,东北,四平,用具,秦宁,0.0,3,吉林,家具,消费者,CN-2018-4950934,2018/10/29,标准级,596.0
0.42,1,Stockwell,"Stockwell 橡皮筋, 混合尺寸",55.0,2018/11/3,中国,东北,四平,系固件,秦宁,0.0,2,吉林,办公用品,消费者,CN-2018-4950934,2018/10/29,标准级,130.0
0.14,1,思科,"思科 耳机, 混合尺寸",298.0,2018/5/20,中国,西南,安顺,电话,贺宁,0.0,5,贵州,技术,消费者,CN-2018-2866628,2018/5/14,标准级,2130.0
0.29,1,Rogers,"Rogers 文件夹, 单宽度",207.0,2018/5/20,中国,西南,安顺,收纳具,贺宁,0.0,5,贵州,办公用品,消费者,CN-2018-2866628,2018/5/14,标准级,717.0
0.2,1,罗技,"罗技 闪存驱动器, 可编程",60.0,2018/5/20,中国,西南,安顺,配件,贺宁,0.0,2,贵州,技术,消费者,CN-2018-2866628,2018/5/14,标准级,299.0
0.21,1,Brother,"Brother 墨水, 红色",285.0,2016/5/24,中国,华东,高密,复印机,巩安,0.0,2,山东,技术,小型企业,CN-2016-2810282,2016/5/20,标准级,1358.0
0.13,1,Stockwell,"Stockwell 订书钉, 整包",4.0,2018/5/11,中国,东北,抚顺,系固件,田谙,0.4,1,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,30.0
0.42,1,Eaton,"Eaton 信纸, 优质",442.0,2018/5/11,中国,东北,抚顺,纸张,田谙,0.0,5,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,1054.0
-0.52,1,Breville,"Breville 咖啡研磨机, 银色",-181.0,2018/5/11,中国,东北,抚顺,器具,田谙,0.4,2,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,351.0
0.19,1,Eldon,"Eldon 盒, 工业",48.0,2018/5/11,中国,东北,抚顺,收纳具,田谙,0.0,5,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,251.0
-0.3,1,Hamilton Beach,"Hamilton Beach 炉灶, 白色",-2270.0,2018/5/11,中国,东北,抚顺,器具,田谙,0.4,5,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,7567.0
-0.65,1,松下,"松下 收据打印机, 白色",-652.0,2018/5/11,中国,东北,抚顺,设备,田谙,0.4,3,辽宁,技术,消费者,CN-2018-3381572,2018/5/11,当日,1002.0
-0.05,1,苹果,"苹果 信号增强器, 混合尺寸",-39.0,2018/5/11,中国,东北,抚顺,电话,田谙,0.4,2,辽宁,技术,消费者,CN-2018-3381572,2018/5/11,当日,781.0
-0.17,1,Eldon,"Eldon 分层置放架, 耐用",-53.0,2018/5/11,中国,东北,抚顺,用具,田谙,0.4,4,辽宁,家具,消费者,CN-2018-3381572,2018/5/11,当日,320.0
0.0,1,Novimex,"Novimex 沙滩椅, 红色",0.0,2018/5/11,中国,东北,抚顺,椅子,田谙,0.4,3,辽宁,家具,消费者,CN-2018-3381572,2018/5/11,当日,386.0
-0.07,1,Wilson Jones,"Wilson Jones 装订机, 回收",-5.0,2018/5/11,中国,东北,抚顺,装订机,田谙,0.4,2,辽宁,办公用品,消费者,CN-2018-3381572,2018/5/11,当日,75.0
0.19,1,Boston,"Boston 记号笔, 蓝色",55.0,2017/11/4,中国,东北,洮南,美术,徐蔓楚,0.2,3,吉林,办公用品,公司,CN-2017-2491194,2017/10/30,标准级,295.0
0.29,1,惠普,"惠普 传真复印机, 红色",694.0,2016/3/25,中国,西北,西安,复印机,巩虢,0.0,3,陕西,技术,公司,CN-2016-5591357,2016/3/22,二级,2395.0
0.44,1,Smead,"Smead 运输标签, 红色",23.0,2018/2/16,中国,西南,德阳,标签,陈丽雪,0.0,1,四川,办公用品,公司,CN-2018-5816959,2018/2/11,标准级,53.0
0.12,1,Ames,"Ames 商业信封, 每套 50 个",24.0,2018/2/16,中国,西南,德阳,信封,陈丽雪,0.0,3,四川,办公用品,公司,CN-2018-5816959,2018/2/11,标准级,205.0
-0.27,1,Wilson Jones,"Wilson Jones 订书机, 透明",-290.0,2018/2/16,中国,西南,德阳,装订机,陈丽雪,0.4,8,四川,办公用品,公司,CN-2018-5816959,2018/2/11,标准级,1085.0
0.21,1,Chromcraft,"Chromcraft 木桌, 组装",1807.0,2017/3/3,中国,华北,运城,桌子,佘凤,0.25,5,山西,家具,公司,CN-2017-1122727,2017/2/27,标准级,8470.0
0.26,1,贝尔金,"贝尔金 记忆卡, 耐用",418.0,2018/5/11,中国,中南,浯溪,配件,曾惠,0.0,3,湖南,技术,公司,CN-2018-3122639,2018/5/8,一级,1610.0
-0.32,1,Barricks,"Barricks 圆桌, 长方形",-2236.0,2018/5/11,中国,中南,浯溪,桌子,曾惠,0.25,4,湖南,家具,公司,CN-2018-3122639,2018/5/8,一级,6987.0
0.19,1,Eldon,"Eldon 盒, 工业",48.0,2017/8/22,中国,华东,杭州,收纳具,谢聪,0.0,5,浙江,办公用品,消费者,CN-2017-2866628,2017/8/18,标准级,251.0
0.04,1,松下,"松下 喷墨打印机, 耐用",116.0,2017/5/26,中国,华东,南昌,设备,田妮,0.0,2,江西,技术,小型企业,CN-2017-2062805,2017/5/22,标准级,2914.0
-0.1,1,Cuisinart,"Cuisinart 咖啡研磨机, 白色",-52.0,2018/9/16,中国,东北,鞍山,器具,严诚,0.4,5,辽宁,办公用品,公司,US-2018-5448418,2018/9/11,标准级,515.0
-0.47,1,摩托罗拉,"摩托罗拉 充电器, 混合尺寸",-2531.0,2018/9/16,中国,东北,鞍山,电话,严诚,0.4,3,辽宁,技术,公司,US-2018-5448418,2018/9/11,标准级,5423.0
0.39,1,OIC,"OIC 夹子, 每包 12 个",105.0,2018/6/23,中国,中南,深圳,系固件,姚柏,0.0,3,广东,办公用品,消费者,CN-2018-3022026,2018/6/19,标准级,269.0
0.07,1,Ames,"Ames 外皮和封条, 银色",14.0,2015/9/14,中国,西北,兰州,信封,许绅,0.0,2,甘肃,办公用品,消费者,CN-2015-1928578,2015/9/13,一级,197.0
0.05,1,Stockwell,"Stockwell 图钉, 每包 12 个",17.0,2015/9/14,中国,西北,兰州,系固件,许绅,0.4,10,甘肃,办公用品,消费者,CN-2015-1928578,2015/9/13,一级,352.0
-0.5,1,Wilson Jones,"Wilson Jones 标签, 耐用",-34.0,2015/9/14,中国,西北,兰州,装订机,许绅,0.4,3,甘肃,办公用品,消费者,CN-2015-1928578,2015/9/13,一级,67.0
0.36,1,Hewlett,"Hewlett 复印机, 红色",2639.0,2015/11/12,中国,中南,廉洲,复印机,彭雯,0.0,6,广东,技术,消费者,CN-2015-2648094,2015/11/7,标准级,7332.0
0.43,1,诺基亚,"诺基亚 音频基座, 混合尺寸",1361.0,2015/11/12,中国,中南,廉洲,电话,彭雯,0.0,4,广东,技术,消费者,CN-2015-2648094,2015/11/7,标准级,3166.0
0.2,1,Enermax,"Enermax 备忘录便条, 优质",29.0,2016/5/18,中国,华北,石家庄,纸张,徐关茵,0.0,2,河北,办公用品,公司,CN-2016-5172330,2016/5/12,标准级,146.0
-0.52,1,Accos,"Accos 夹子, 整包",-84.0,2015/12/31,中国,华北,包头,系固件,苏冬露,0.4,3,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,163.0
-0.28,1,Avery,"Avery 孔加固材料, 透明",-9.0,2015/12/31,中国,华北,包头,装订机,苏冬露,0.4,3,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,33.0
0.29,1,Rogers,"Rogers 文件夹, 单宽度",83.0,2015/12/31,中国,华北,包头,收纳具,苏冬露,0.0,2,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,287.0
0.44,1,Tenex,"Tenex 盘, 工业",561.0,2015/12/31,中国,华北,包头,收纳具,苏冬露,0.0,5,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,1276.0
0.44,1,GlobeWeis,"GlobeWeis 局间信封, 红色",527.0,2015/12/31,中国,华北,包头,信封,苏冬露,0.0,5,内蒙古,办公用品,小型企业,US-2015-1900777,2015/12/26,标准级,1198.0
0.12,1,松下,"松下 收据打印机, 多色",39.0,2015/12/31,中国,华北,包头,设备,苏冬露,0.4,1,内蒙古,技术,小型企业,US-2015-1900777,2015/12/26,标准级,339.0
0.14,1,Boston,"Boston 钢笔, 混合尺寸",9.0,2016/3/12,中国,东北,哈尔滨,美术,黄丽,0.2,1,黑龙江,办公用品,消费者,CN-2016-2831197,2016/3/7,标准级,65.0
0.34,1,Kleencut,"Kleencut 美工刀, 锯齿状",149.0,2016/3/12,中国,东北,哈尔滨,用品,黄丽,0.0,3,黑龙江,办公用品,消费者,CN-2016-2831197,2016/3/7,标准级,439.0
-0.2,1,Enermax,"Enermax 记忆卡, 实惠",-257.0,2018/5/18,中国,中南,武汉,配件,万刚,0.4,4,湖北,技术,公司,US-2018-3405401,2018/5/13,标准级,1281.0
-0.28,1,Barricks,"Barricks 电脑桌, 长方形",-732.0,2017/6/24,中国,华东,苏州,桌子,毛升,0.6,3,江苏,家具,小型企业,US-2017-3065733,2017/6/19,标准级,2662.0
-0.22,1,Safco,"SAFCO 扶手椅, 黑色",-557.0,2015/2/5,中国,西南,成都,椅子,贺丹,0.4,2,四川,家具,消费者,US-2015-3069391,2015/2/1,标准级,2570.0
0.17,1,贝尔金,"贝尔金 键盘, 实惠",157.0,2015/2/5,中国,西南,成都,配件,贺丹,0.4,4,四川,技术,消费者,US-2015-3069391,2015/2/1,标准级,939.0
0.45,1,Avery,"Avery 可去除的标签, 可调",72.0,2016/1/8,中国,华北,廊坊,标签,黄丽,0.0,4,河北,办公用品,消费者,CN-2016-3065733,2016/1/3,二级,161.0
0.27,1,Acco,"Acco 订书机, 耐用",132.0,2018/5/1,中国,华东,上海,装订机,常盛,0.0,2,上海,办公用品,消费者,CN-2018-1628412,2018/4/29,二级,491.0
0.48,1,施乐,"施乐 信纸, 多色",727.0,2018/5/26,中国,华北,集宁,纸张,周诚,0.0,7,内蒙古,办公用品,公司,CN-2018-2828219,2018/5/22,标准级,1515.0
0.12,1,诺基亚,"诺基亚 充电器, 混合尺寸",1043.0,2018/5/26,中国,华北,集宁,电话,周诚,0.4,5,内蒙古,技术,公司,CN-2018-2828219,2018/5/22,标准级,8945.0
-0.62,1,贝尔金,"贝尔金 闪存驱动器, 回收",-550.0,2017/12/3,中国,中南,枝江,配件,傅晨,0.4,8,湖北,技术,公司,US-2017-4870971,2017/11/29,标准级,890.0
0.13,1,诺基亚,"诺基亚 智能手机, 混合尺寸",188.0,2017/12/3,中国,中南,枝江,电话,傅晨,0.4,4,湖北,技术,公司,US-2017-4870971,2017/11/29,标准级,1411.0
-0.57,1,Kleencut,"Kleencut 开信刀, 钢",-379.0,2016/4/2,中国,西北,肃州,用品,彭丽雪,0.4,9,甘肃,办公用品,小型企业,US-2016-5033587,2016/3/26,标准级,667.0
0.48,1,Fellowes,"Fellowes 锁柜, 工业",1396.0,2016/4/2,中国,西北,肃州,收纳具,彭丽雪,0.0,3,甘肃,办公用品,小型企业,US-2016-5033587,2016/3/26,标准级,2909.0
0.14,1,Harbour Creations,"Harbour Creations 运输标签, 可调",6.0,2017/4/12,中国,华东,潍坊,标签,贾柏,0.0,1,山东,办公用品,小型企业,CN-2017-5339863,2017/4/10,一级,44.0
0.32,1,Tenex,"Tenex 盒, 金属",70.0,2017/4/12,中国,华东,潍坊,收纳具,贾柏,0.0,3,山东,办公用品,小型企业,CN-2017-5339863,2017/4/10,一级,218.0
0.5,1,Avery,"Avery 标签, 实惠",74.0,2017/8/7,中国,华东,潍坊,装订机,陈健,0.0,5,山东,办公用品,公司,CN-2017-2995973,2017/8/5,二级,148.0
0.26,1,Acco,"Acco 标签, 耐用",49.0,2017/8/7,中国,华东,潍坊,装订机,陈健,0.0,4,山东,办公用品,公司,CN-2017-2995973,2017/8/5,二级,188.0
0.06,1,Enermax,"Enermax 鼠标, 可编程",23.0,2017/8/7,中国,华东,潍坊,配件,陈健,0.0,2,山东,技术,公司,CN-2017-2995973,2017/8/5,二级,390.0
0.08,1,SanDisk,"SanDisk 闪存驱动器, 回收",28.0,2017/10/28,中国,中南,河源,配件,赵德伟,0.0,2,广东,技术,消费者,CN-2017-3266914,2017/10/26,一级,349.0
0.15,1,Stiletto,"Stiletto 大剪刀, 工业",69.0,2017/10/28,中国,中南,河源,用品,赵德伟,0.0,2,广东,办公用品,消费者,CN-2017-3266914,2017/10/26,一级,464.0
0.33,1,Enermax,"Enermax 键盘, 回收",375.0,2017/10/28,中国,中南,河源,配件,赵德伟,0.0,3,广东,技术,消费者,CN-2017-3266914,2017/10/26,一级,1138.0
0.12,1,Novimex,"Novimex 运输标签, 可调",34.0,2017/10/28,中国,中南,河源,标签,赵德伟,0.0,7,广东,办公用品,消费者,CN-2017-3266914,2017/10/26,一级,290.0
-0.19,1,BIC,"BIC 铅笔刀, 金属",-43.0,2015/2/3,中国,东北,朗乡,美术,范晒明,0.2,2,黑龙江,办公用品,消费者,US-2015-1255631,2015/1/30,二级,226.0
0.31,1,Kleencut,"Kleencut 剪刀, 锯齿状",110.0,2015/2/3,中国,东北,朗乡,用品,范晒明,0.0,4,黑龙江,办公用品,消费者,US-2015-1255631,2015/1/30,二级,354.0
0.47,1,Novimex,"Novimex 运输标签, 白色",72.0,2015/2/3,中国,东北,朗乡,标签,范晒明,0.0,3,黑龙江,办公用品,消费者,US-2015-1255631,2015/1/30,二级,154.0
0.2,1,罗技,"罗技 闪存驱动器, 可编程",149.0,2015/2/3,中国,东北,朗乡,配件,范晒明,0.0,5,黑龙江,技术,消费者,US-2015-1255631,2015/1/30,二级,747.0
0.26,1,Acco,"Acco 标签, 耐用",37.0,2015/2/3,中国,东北,朗乡,装订机,范晒明,0.0,3,黑龙江,办公用品,消费者,US-2015-1255631,2015/1/30,二级,141.0
0.31,1,Breville,"Breville 炉灶, 红色",1625.0,2015/2/3,中国,东北,朗乡,器具,范晒明,0.0,2,黑龙江,办公用品,消费者,US-2015-1255631,2015/1/30,二级,5241.0
0.03,1,Office Star,"Office Star 摇椅, 每套两件",80.0,2015/2/3,中国,东北,朗乡,椅子,范晒明,0.0,4,黑龙江,家具,消费者,US-2015-1255631,2015/1/30,二级,2672.0
0.11,1,罗技,"罗技 记忆卡, 可编程",215.0,2015/2/3,中国,东北,朗乡,配件,范晒明,0.0,4,黑龙江,技术,消费者,US-2015-1255631,2015/1/30,二级,1958.0
0.07,1,松下,"松下 电话, 白色",81.0,2017/11/13,中国,中南,平顶山,设备,巩德,0.0,3,河南,技术,小型企业,CN-2017-3253076,2017/11/9,标准级,1166.0
0.4,1,摩托罗拉,"摩托罗拉 信号增强器, 全尺寸",2965.0,2017/11/13,中国,中南,平顶山,电话,巩德,0.0,11,河南,技术,小型企业,CN-2017-3253076,2017/11/9,标准级,7414.0
-0.4,1,摩托罗拉,"摩托罗拉 办公室电话机, 混合尺寸",-251.0,2015/9/24,中国,华北,呼和浩特,电话,沈彩,0.4,3,内蒙古,技术,消费者,US-2015-5555490,2015/9/19,二级,627.0
0.41,1,Smead,"Smead 有色标签, 耐用",26.0,2015/9/24,中国,华北,呼和浩特,标签,沈彩,0.0,1,内蒙古,办公用品,消费者,US-2015-5555490,2015/9/19,二级,63.0
0.08,1,贝尔金,"贝尔金 鼠标, 可编程",94.0,2018/7/23,中国,西南,重庆,配件,洪梦,0.0,6,重庆,技术,公司,CN-2018-4159546,2018/7/21,一级,1182.0
0.13,1,Acco,"Acco 标签, 回收",11.0,2018/7/23,中国,西南,重庆,装订机,洪梦,0.0,2,重庆,办公用品,公司,CN-2018-4159546,2018/7/21,一级,83.0
0.33,1,诺基亚,"诺基亚 充电器, 整包",4898.0,2018/7/23,中国,西南,重庆,电话,洪梦,0.0,5,重庆,技术,公司,CN-2018-4159546,2018/7/21,一级,14844.0
0.03,1,Novimex,"Novimex 可去除的标签, 可调",2.0,2015/3/27,中国,西南,遂宁,标签,郭冬露,0.0,2,四川,办公用品,消费者,CN-2015-3174894,2015/3/22,二级,73.0
0.15,1,Fiskars,"Fiskars 尺子, 工业",22.0,2015/12/21,中国,华北,秦皇岛,用品,白忠,0.0,2,河北,办公用品,消费者,CN-2015-5340374,2015/12/17,标准级,150.0
0.35,1,Rogers,"Rogers 盘, 蓝色",302.0,2017/11/18,中国,中南,珠海,收纳具,贾丹,0.0,3,广东,办公用品,消费者,CN-2017-2862017,2017/11/15,一级,864.0
-0.53,1,Bush,"Bush 书库, 金属",-1087.0,2017/2/6,中国,东北,新民,书架,曹诚,0.4,2,辽宁,家具,公司,CN-2017-2045726,2017/2/1,标准级,2037.0
0.2,1,Avery,"Avery 圆形标签, 红色",19.0,2017/11/13,中国,华北,临汾,标签,白立,0.0,3,山西,办公用品,公司,CN-2017-2662386,2017/11/11,二级,97.0
-0.42,1,Hoover,"Hoover 炉灶, 红色",-1327.0,2018/8/9,中国,东北,丹东,器具,范彩,0.4,2,辽宁,办公用品,公司,US-2018-3189070,2018/8/5,标准级,3183.0
-0.48,1,Advantus,"Advantus 夹子, 混合尺寸",-68.0,2017/7/5,中国,华北,满洲里,系固件,贾君,0.4,3,内蒙古,办公用品,消费者,US-2017-3585437,2017/7/3,一级,141.0
-0.62,1,Acco,"Acco 打孔机, 实惠",-52.0,2017/7/5,中国,华北,满洲里,装订机,贾君,0.4,1,内蒙古,办公用品,消费者,US-2017-3585437,2017/7/3,一级,84.0
0.02,1,苹果,"苹果 智能手机, 全尺寸",17.0,2017/12/15,中国,华东,徐州,电话,倪芬,0.4,3,江苏,技术,小型企业,CN-2017-4347413,2017/12/9,标准级,1047.0
0.11,1,Harbour Creations,"Harbour Creations 可去除的标签, 可调",25.0,2016/7/23,中国,华东,莱州,标签,白斯云,0.0,6,山东,办公用品,消费者,CN-2016-1255631,2016/7/19,标准级,231.0
0.05,1,思科,"思科 信号增强器, 整包",142.0,2016/7/23,中国,华东,莱州,电话,白斯云,0.0,4,山东,技术,消费者,CN-2016-1255631,2016/7/19,标准级,2836.0
0.11,1,Green Bar,"Green Bar 笔记本, 每包 12 个",52.0,2015/10/7,中国,东北,开原,纸张,薛婷,0.0,3,辽宁,办公用品,消费者,CN-2015-4590873,2015/10/3,二级,475.0
0.02,1,Rogers,"Rogers 搁板, 工业",11.0,2015/10/7,中国,东北,开原,收纳具,薛婷,0.0,2,辽宁,办公用品,消费者,CN-2015-4590873,2015/10/3,二级,584.0
-0.17,1,StarTech,"StarTech 打印机, 白色",-357.0,2017/10/7,中国,中南,钟祥,设备,贾廉,0.4,3,湖北,技术,消费者,US-2017-1815663,2017/10/4,二级,2138.0
0.18,1,Avery,"Avery 合法证物标签, 可调",31.0,2017/10/7,中国,中南,钟祥,标签,贾廉,0.0,4,湖北,办公用品,消费者,US-2017-1815663,2017/10/4,二级,172.0
-0.52,1,Kleencut,"Kleencut 剪刀, 钢",-31.0,2017/10/7,中国,中南,钟祥,用品,贾廉,0.4,1,湖北,办公用品,消费者,US-2017-1815663,2017/10/4,二级,61.0
0.21,1,OIC,"OIC 图钉, 整包",82.0,2016/1/20,中国,西北,西安,系固件,廖宣,0.0,6,陕西,办公用品,消费者,CN-2016-3694355,2016/1/16,标准级,394.0
0.4,1,松下,"松下 打印机, 白色",1483.0,2018/10/8,中国,华东,南昌,设备,唐安,0.0,3,江西,技术,消费者,CN-2018-2577941,2018/10/5,一级,3709.0
0.02,1,Enermax,"Enermax 鼠标, 回收",7.0,2018/10/8,中国,华东,南昌,配件,唐安,0.0,2,江西,技术,消费者,CN-2018-2577941,2018/10/5,一级,356.0
0.46,1,Stockwell,"Stockwell 按钉, 金属",121.0,2017/3/6,中国,东北,哈尔滨,系固件,段杰,0.0,4,黑龙江,办公用品,公司,CN-2017-2662386,2017/3/4,二级,263.0
0.0,1,思科,"思科 办公室电话机, 全尺寸",0.0,2017/3/6,中国,东北,哈尔滨,电话,段杰,0.0,7,黑龙江,技术,公司,CN-2017-2662386,2017/3/4,二级,2671.0
-0.33,1,Elite,"Elite 剪刀, 工业",-68.0,2016/5/14,中国,西南,潼川,用品,徐虢,0.4,3,四川,办公用品,公司,US-2016-1388500,2016/5/10,标准级,203.0
0.06,1,Jiffy,"Jiffy 局间信封, 红色",28.0,2018/4/20,中国,东北,泰康,信封,余丽娜,0.0,2,黑龙江,办公用品,消费者,CN-2018-2203847,2018/4/20,当日,466.0
0.07,1,Office Star,"Office Star 折叠椅, 黑色",116.0,2018/4/20,中国,东北,泰康,椅子,余丽娜,0.0,4,黑龙江,家具,消费者,CN-2018-2203847,2018/4/20,当日,1667.0
0.13,1,Novimex,"Novimex 可去除的标签, 耐用",25.0,2016/4/4,中国,华东,泰兴,标签,沈聪,0.0,4,江苏,办公用品,消费者,CN-2016-3103245,2016/3/28,标准级,192.0
0.15,1,SanDisk,"SanDisk 笔记本, 优质",21.0,2016/4/4,中国,华东,泰兴,纸张,沈聪,0.0,1,江苏,办公用品,消费者,CN-2016-3103245,2016/3/28,标准级,139.0
